id,title,source_name,url,license,date_accessed,text_chunk,category
who_hypertension_01,Hypertension,World Health Organization,https://www.who.int/health-topics/hypertension,Public,2026-01-26,"WHO Health Topic: Hypertension Overview: Hypertension, also known as high or raised blood pressure, is a condition in which the blood vessels have persistently raised pressure. Blood is carried from the heart to all parts of the body in the vessels. Each time the heart beats, it pumps blood into the vessels. Blood pressure is created by the force of blood pushing against the walls of blood vessels (arteries) as it is pumped by the heart. The higher the pressure, the harder the heart has to pump. Hypertension is a serious medical condition and can increase the risk of heart, brain, kidney and other diseases. It is a silent killer and a major cause of premature death worldwide, with an estimated 1.4 billion people having the condition. The burden of hypertension is felt disproportionately in low- and middle-income countries, where two thirds of cases are found, largely due to increased risk factors in those populations in recent decades. Symptoms Many people with hypertension do not notice symptoms and may be unaware there is a problem. Symptoms can include early morning headaches, nosebleeds, irregular heart rhythms, vision changes, and buzzing in the ears. More severe forms may exhibit fatigue, nausea, vomiting, confusion, anxiety, chest pain, and muscle tremors. If left untreated, hypertension can cause persistent chest pain (also called angina), heart attacks, heart failure, and an irregular heartbeat, which can lead to a sudden death. Hypertension can also cause strokes by blocking or bursting arteries that supply blood and oxygen to the brain, as well as kidney damage, which can lead to kidney failure. High blood pressure causes damage to the heart by hardening arteries and decreasing the flood of blood and oxygen to the heart. Detecting hypertension is done with a quick and painless test of blood pressure. This can be done at home, but a health professional can help assess any risks or associated conditions.",guidelines
who_hypertension_02,Hypertension,World Health Organization,https://www.who.int/health-topics/hypertension,Public,2026-01-26,"Treatment Reducing modifiable risk factors is the best way to prevent hypertension and associated diseases of the heart, brain, kidney and other organs. These factors include unhealthy diets (excessive salt consumption, a diet high in saturated fat and trans fats, low intake of fruits and vegetables), physical inactivity, consumption of tobacco and alcohol, and being overweight or obese. Additionally, prolonged exposure to air pollution increases the risk of hypertension in adults. There are also non-modifiable risk factors, including a family history of hypertension, age over 65 years and co-existing diseases such as diabetes or kidney disease. Avoiding dietary and behavioural risk factors is doubly important for those with unmodifiable or hereditary risk factors. Hypertension can be managed by reducing and managing mental stress, regularly checking blood pressure and consulting with health professionals, treating high blood pressure and managing other medical conditions. Cessation of tobacco use and the harmful use of alcohol, as well as improvements in diet and exercise, can help reduce symptoms and risk factors from hypertension. Fact sheets Hypertension Cardiovascular diseases (CVDs) Initiatives and groups Global Hearts Initiative Technical work Noncommunicable diseases, rehabilitation and disability",guidelines
who_mental_health_01,Mental Health,World Health Organization,https://www.who.int/health-topics/mental-health,Public,2026-01-26,"WHO Health Topic: Mental Health Overview: Mental health is a state of mental well-being that enables people to cope with the stresses of life, realize their abilities, learn well and work well, and contribute to their community. It has intrinsic and instrumental value and is integral to our well-being. At any one time, a diverse set of individual, family, community and structural factors may combine to protect or undermine mental health. Although most people are resilient, people who are exposed to adverse circumstances – including poverty, violence, disability and inequality – are at higher risk of developing a mental health condition. Many mental health conditions can be effectively treated at relatively low cost, yet health systems remain significantly under-resourced and treatment gaps are wide all over the world. Mental health care is often poor in quality when delivered. People with mental health conditions often also experience stigma, discrimination and human rights violations. Impact Mental health conditions include mental disorders and psychosocial disabilities as well as other mental states associated with significant distress, impairment in functioning or risk of self-harm. In 2019, 970 million people globally were living with a mental disorder, with anxiety and depression the most common. Mental health conditions can cause difficulties in all aspects of life, including relationships with family, friends and community. They can result from or lead to problems at school and at work. Globally, mental disorders account for 1 in 6 years lived with disability. People with severe mental health conditions die 10 to 20 years earlier than the general population. And having a mental health condition increases the risk of suicide and experiencing human rights violations. The economic consequences of mental health conditions are also enormous, with productivity losses significantly outstripping the direct costs of care.",guidelines
who_depression_01,Depression,World Health Organization,https://www.who.int/health-topics/depression,Public,2026-01-26,"WHO Health Topic: Depression Overview: Depressive disorder, or depression, is a common mental health condition that can happen to anyone. It is characterized by a low mood or loss of pleasure or interest in activities for long periods of time. This is different from regular mood changes and feelings about everyday life. Depressive episodes last most of the day, nearly every day, for at least two weeks. People with depression may experience disturbed sleep and changes to their appetite. They may have feelings of low self-worth, thoughts about dying and hopelessness about the future. Tiredness and poor concentration are also common. Depression results from a complex interaction of social, psychological and biological factors. People who have lived through abuse, severe losses or other adverse events are",guidelines
who_nutrition_01,Nutrition,World Health Organization,https://www.who.int/health-topics/nutrition,Public,2026-01-26,"WHO Health Topic: Nutrition Overview: Nutrition is a critical part of health and development. Better nutrition is related to improved infant, child and maternal health, stronger immune systems, safer pregnancy and childbirth, lower risk of non-communicable diseases (such as diabetes and cardiovascular disease), and longevity. Healthy children learn better. People with adequate nutrition are",guidelines
who_obesity_01,Obesity,World Health Organization,https://www.who.int/health-topics/obesity,Public,2026-01-26,"WHO Health Topic: Obesity Overview: Overweight and obesity are defined as abnormal or excessive fat accumulation that presents a risk to health. A body mass index (BMI) over 25 is considered overweight, and over 30 is obese. In 2019, an estimated 5 million noncommunicable disease (NCD) deaths were caused by higher-than-optimal BMI. Rates of overweight and obesity continue to grow in adults and children. From 1990 to 2022, the percentage of children and adolescents aged 5–19 years living with obesity increased four-fold from 2% to 8% globally, while the percentage of adults 18 years of age and older living with obesity",guidelines
who_food_safety_01,Food Safety,World Health Organization,https://www.who.int/health-topics/food-safety,Public,2026-01-26,"WHO Health Topic: Food Safety Overview: Access to enough safe and nutritious food is key to sustaining life and promoting good health. Unsafe food containing harmful bacteria, viruses, parasites or chemical substances can cause",guidelines
who_breastfeeding_01,Breastfeeding,World Health Organization,https://www.who.int/health-topics/breastfeeding,Public,2026-01-26,"WHO Health Topic: Breastfeeding Overview: Breastfeeding is one of the most effective ways to ensure child health and survival. However, contrary to WHO recommendations, fewer than half of infants under 6 months old are exclusively breastfed. Breastmilk is the ideal food for infants. It is safe, clean and contains antibodies which help protect against many common childhood illnesses. Breastmilk provides all the energy and nutrients that the infant needs for the first months of life, and it continues to provide up to half or",guidelines
who_air_pollution_01,Air Pollution,World Health Organization,https://www.who.int/health-topics/air-pollution,Public,2026-01-26,"WHO Health Topic: Air Pollution Overview: Air pollution is contamination of the indoor or outdoor environment by any chemical, physical or biological agent that modifies the natural characteristics of the atmosphere. Household combustion devices, motor vehicles, industrial facilities and forest fires are common sources of air pollution. Pollutants of major public health concern include particulate matter, carbon monoxide, ozone, nitrogen dioxide and sulfur dioxide. Outdoor and indoor air pollution cause respiratory and other diseases and are important sources of morbidity and mortality. WHO data show that almost all of the global population (99%) breathe air that exceeds WHO guideline limits and contains high levels of pollutants , with low- and middle-income countries suffering from the highest exposures. Air quality is closely linked to the earth’s climate and ecosystems globally. Many of the drivers of air pollution (i.e. combustion of fossil fuels) are also sources of greenhouse gas emissions. Policies to reduce air pollution, therefore, offer a win-win strategy for both climate and health, lowering the burden of disease attributable to air pollution, as well as contributing to the near- and long-term mitigation of climate change. Impact From smog hanging over cities to smoke inside the home, air pollution poses a major threat to health and climate. Ambient (outdoor) air pollution in both cities and rural areas is causing fine particulate matter which result in strokes, heart diseases, lung cancer, acute and chronic respiratory diseases. Additionally, around 2.1 billion people are exposed to dangerous levels of household air pollution, while using polluting open fires or simple stoves for cooking fuelled by kerosene, biomass (wood, animal dung and crop waste) and coal. The combined effects of ambient air pollution and household air pollution is associated with 7 million premature deaths annually. Sources of air pollution are multiple and context specific.",guidelines
who_air_pollution_02,Air Pollution,World Health Organization,https://www.who.int/health-topics/air-pollution,Public,2026-01-26,"The major outdoor pollution sources include residential energy for cooking and heating, vehicles, power generation, agriculture/waste incineration, and industry. Policies and investments that support sustainable land use, cleaner household energy and transport, energy-efficient housing, power generation, industry, and better municipal waste management can effectively reduce key sources of ambient air pollution.",guidelines
who_maternal_health_01,Maternal Health,World Health Organization,https://www.who.int/health-topics/maternal-health,Public,2026-01-26,"WHO Health Topic: Maternal Health Overview: Maternal health refers to the health of women during pregnancy, childbirth and the postnatal period. Each stage should be a positive experience, ensuring women and their babies reach their full potential for health and well-being. Although important progress has been made in the last two decades, about 287 000 women died during and following pregnancy and childbirth in 2020. This number is unacceptably high. The most common direct causes of maternal injury and death are excessive blood loss, infection, high blood pressure, unsafe abortion, and obstructed labour, as well as indirect causes such as anemia, malaria, and heart disease. Most maternal deaths are preventable with timely management by a skilled health professional working in a supportive environment. Ending preventable maternal death must remain at the top of the global agenda. At the same time, simply surviving pregnancy and childbirth can never be the marker of successful maternal health care. It is critical to expand efforts reducing maternal injury and disability to promote health and well-being. Every pregnancy and birth is unique. Addressing inequalities that affect health outcomes, especially sexual and reproductive health and rights and gender, is fundamental to ensuring all women have access to respectful and high-quality maternity care. Impact About 140 million births take place every year and the proportion attended by skilled health personnel has increased: from 58% in 1990 to 81% in 2019. This is mostly due to larger numbers of births taking place at a health facility. Deaths from complications during pregnancy, childbirth, and the postnatal period have declined by 38% in the last two decades, but at an average reduction of just under 3% per year, this pace of progress is far too slow. It also hides vast inequalities within and across countries. More than half of maternal deaths occur in fragile and humanitarian settings.",guidelines
who_maternal_health_02,Maternal Health,World Health Organization,https://www.who.int/health-topics/maternal-health,Public,2026-01-26,"Sub-Saharan Africa and Southern Asia share the greatest burden of maternal deaths, 86% of the global total in 2017. The Sustainable Development Goals (SDGs) offers an opportunity for the international community to work together and accelerate progress to improve maternal health for all women, in all countries, under all circumstances. SDG targets for maternal health include 3.1, aiming for an average global ratio of less than 70 deaths per 100 000 births by 2030, and 3.8, calling for the achievement of universal health coverage. These cannot be achieved without reproductive, maternal, newborn and child health coverage for all.",guidelines
who_child_health_01,Child Health,World Health Organization,https://www.who.int/health-topics/child-health,Public,2026-01-26,"WHO Health Topic: Child Health Overview: Protecting and improving the health of children is of fundamental importance. Over the past several decades, we have seen dramatic progress in improving the health and reducing the mortality rate of young children. Among other encouraging statistics, the number of children dying before the age of 5 was halved from 2000 to 2017, and more mothers and children are surviving today than ever before. However, a great deal of work remains to further improve the health outcomes for children. The world is facing a double mandate. More than half of child deaths are due to conditions that could be easily prevented or treated given access to health care and improvements to their quality of life. At the same time, children must also be given a stable environment in which to thrive, including good health and nutrition, protection from threats and access to opportunities to learn and grow. Investing in children is one of the most important things a society can do to build a better future. Learn more about child health and COVID-19 Causes Vast disparities exist around the world in a child’s chances of survival, with low- and middle-income countries disproportionately affected. Sub-Saharan Africa has the highest child mortality rate in the world, in some places 15 times higher than in high-income countries. The leading causes of death among children include respiratory infections, diarrhoeal diseases, measles, malaria, malnutrition and newborn conditions. Many child deaths are preventable through vaccination, adequate home care, access to health care services, improved rates of breastfeeding and better nutrition. However, many of the life-saving interventions are beyond the reach of the world’s poorest people. Survival is just one of many issues relevant to children’s health. Child health, growth and development are inseparable. In 2016, at least 250 million children were not able to reach their full physical or psychological development.",guidelines
who_child_health_02,Child Health,World Health Organization,https://www.who.int/health-topics/child-health,Public,2026-01-26,"This represents the staggering figure of 43%. Violence against children is also rampant. In 2019, abuse or neglect affected as many as 1 billion children.",guidelines
who_diabetes_01,Diabetes,World Health Organization,https://www.who.int/health-topics/diabetes,Public,2026-01-26,"WHO Health Topic: Diabetes Overview: Diabetes is a chronic, metabolic disease characterized by elevated levels of blood glucose (or blood sugar), which leads over time to serious damage to the heart, blood vessels, eyes, kidneys and nerves. The most common is type 2 diabetes, usually in adults, which occurs when the body becomes resistant to insulin or doesn't make enough insulin. In the past 3 decades the prevalence of type 2 diabetes has risen dramatically in countries of all income levels. Type 1 diabetes, once known as juvenile diabetes or insulin-dependent diabetes, is a chronic condition in which the pancreas produces little or no insulin by itself. For people living with diabetes, access to affordable treatment, including insulin, is critical to their survival. There is a globally agreed target to halt the rise in diabetes and obesity by 2025. About 830 million people worldwide have diabetes, the majority living in low-and middle-income countries.",guidelines
who_cancer_01,Cancer,World Health Organization,https://www.who.int/health-topics/cancer,Public,2026-01-26,"WHO Health Topic: Cancer Overview: Cancer is a large group of diseases that can start in almost any organ or tissue of the body when abnormal cells grow uncontrollably, go beyond their usual boundaries to invade adjoining parts of the body and/or spread to other organs. The latter process is called metastasizing and is a major cause of death from cancer. A neoplasm and malignant tumour are other common names for cancer. Cancer is the second leading cause of death globally, accounting for an estimated 9.6 million deaths, or 1 in 6 deaths, in 2018. Lung, prostate, colorectal, stomach and liver cancer are the most common types of cancer in men, while breast, colorectal, lung, cervical and thyroid cancer are the most common among women. The cancer burden continues to grow globally, exerting tremendous physical, emotional and financial strain on individuals, families, communities and health systems. Many health systems in low- and middle-income countries are least prepared to manage this burden, and large numbers of cancer patients globally do not have access to timely quality diagnosis and treatment. In countries where health systems are strong, survival rates of many types of cancers are improving thanks to accessible early detection, quality treatment and survivorship care. Prevention Between 30% and 50% of cancer deaths could be prevented by modifying or avoiding key risk factors and implementing existing evidence-based prevention strategies. The cancer burden can also be reduced through early detection of cancer and management of patients who develop cancer. Prevention also offers the most cost-effective long-term strategy for the control of cancer.",guidelines
who_cancer_02,Cancer,World Health Organization,https://www.who.int/health-topics/cancer,Public,2026-01-26,"Modifying or avoiding the following key risk factors can help prevent cancer: avoid tobacco use, including cigarettes and smokeless tobacco; maintain a healthy weight; eat a healthy diet with plenty of fruit and vegetables; exercise regularly; limit alcohol use; practice safe sex; get vaccinated against hepatitis B and human papillomavirus (HPV); reduce exposure to ultraviolet radiation; prevent unnecessary ionizing radiation exposure (e.g. minimize occupational exposure, ensure safe and appropriate medical use of radiation in diagnosis and treatment); avoid urban air pollution and indoor smoke from household use of solid fuels; get regular medical care; and some chronic infections are also risk factors for cancer. People in low- and middle-income countries are",guidelines
who_noncommunicable_diseases_01,Noncommunicable Diseases,World Health Organization,https://www.who.int/health-topics/noncommunicable-diseases,Public,2026-01-26,"WHO Health Topic: Noncommunicable Diseases Overview: Noncommunicable diseases (NCDs), including heart disease, stroke, cancer, diabetes and chronic lung disease, are collectively responsible for 74% of all deaths worldwide.",guidelines
who_antimicrobial_resistance_01,Antimicrobial Resistance,World Health Organization,https://www.who.int/health-topics/antimicrobial-resistance,Public,2026-01-26,"WHO Health Topic: Antimicrobial Resistance Overview: Antimicrobial resistance (AMR) threatens the effective prevention and treatment of an ever-increasing range of infections caused by bacteria, parasites, viruses and fungi. AMR occurs when bacteria, viruses, fungi and parasites change over time and no longer respond to medicines making infections harder to treat and increasing the risk of disease spread, severe illness and death. As a result, the medicines become ineffective and infections persist in the body, increasing the risk of spread to others. Antimicrobials - including antibiotics, antivirals, antifungals and antiparasitics - are medicines used to prevent and treat infections in humans, animals and plants. Microorganisms that develop antimicrobial resistance are sometimes referred to as “superbugs”.",guidelines
who_antimicrobial_resistance_02,Antimicrobial Resistance,World Health Organization,https://www.who.int/health-topics/antimicrobial-resistance,Public,2026-01-26,"Fact sheets Antimicrobial resistance Questions and Answers Antibiotic course One Health Databases and tool Global Antimicrobial Resistance Surveillance and Use System (GLASS) Tripartite AMR Country Self-Assessment Survey Initiatives and groups Civil Society Task Force on Antimicrobial Resistance Global Framework for Development and Stewardship to Combat Antimicrobial Resistance Global Leaders Group on Antimicrobial Resistance Strategic and Technical Advisory Group for Antimicrobial Resistance (STAG-AMR) Resolutions and decisions Antimicrobial resistance (WHA72.5) Antimicrobial resistance: accelerating national and global responses (A77/5) Antimicrobial resistance: a threat to global health security (A58.14) Emerging and other communicable diseases: antimicrobial resistance (A51/9) Emerging and other communicable diseases: antimicrobial resistance (A51/17) Global action plan on antimicrobial resistance (WHA68.7) Global health security: epidemic alert and response (A54.14) Progress reports on technical and health matters, 5 April 2007 (A60.28) Progress reports on technical and health matters , 5 April 2007 (A60.28) Progress reports on technical and health matters, 9 April 2009 (A62.23) Resolutions (WHA60.16) Revised drug strategy (A54/17) Summary report on progress made in implementing resolution WHA67.25 on antimicrobial resistance (A68.19) WHO medicines strategy (A54.11) Technical work Global Coordination and Partnership Surveillance, Prevention and Control",guidelines
who_physical_activity_01,Physical Activity,World Health Organization,https://www.who.int/health-topics/physical-activity,Public,2026-01-26,"WHO Health Topic: Physical Activity Overview: Regular physical activity is proven to help prevent and manage noncommunicable diseases (NCDs) such as heart disease, hypertension, stroke, diabetes and several cancers. It also helps to maintain a healthy body weight and can improve mental health, quality of life and well-being. Physical activity refers to all movement. Popular ways to be active include walking, cycling, wheeling, sports, active recreation and play, and can be done at any level of skill and for enjoyment by everybody. Work such as household chores or jobs requiring physical labour is another way to be physically active. Yet, current global estimates show 1 in 3 adults and 81% of adolescents do not do enough physical activity. Further",guidelines
who_tobacco_01,Tobacco,World Health Organization,https://www.who.int/health-topics/tobacco,Public,2026-01-26,"WHO Health Topic: Tobacco Overview: Nicotine contained in tobacco is highly addictive and tobacco use is a major risk factor for cardiovascular and respiratory diseases, over 20 different types or subtypes of cancer, and many other debilitating health conditions. Every year,",guidelines
who_alcohol_01,Alcohol,World Health Organization,https://www.who.int/health-topics/alcohol,Public,2026-01-26,"WHO Health Topic: Alcohol Overview: Alcohol is a toxic and psychoactive substance with dependence producing properties. In many of today’s societies, alcoholic beverages are a routine part of the social landscape for many in the population. This is particularly true for those in social environments with high visibility and societal influence, nationally and internationally, where alcohol frequently accompanies socializing. In this context, it is easy to overlook or discount the health and social damage caused or contributed to by drinking. Alcohol consumption contributes to 2.6 million deaths each year globally as well as to the disabilities and poor health of millions of people. Overall, harmful use of alcohol is responsible for 4.7% of the global burden of disease. Harmful use of alcohol is accountable for 6,9 % and 2.0% of the global burden of disease for males and females respectively. Alcohol is the leading risk factor for premature mortality and disability among those aged 20 to 39 years, accounting for 13% of all deaths in this age group. Disadvantaged and especially vulnerable populations have higher rates of alcohol-related death and hospitalization. Impact Alcohol as an intoxicant affects a wide range of structures and processes in the central nervous system and increases the risk for intentional and unintentional injuries and adverse social consequences. Alcohol has considerable toxic effects on the digestive and cardiovascular systems. Alcoholic beverages are classified as carcinogenic by the International Agency for Research on Cancer and increase the risk of several cancer types. Alcohol as an immunosuppressant increases the risk of communicable diseases, including tuberculosis and HIV. Both the volume of lifetime alcohol use and a combination of context, frequency of alcohol consumption and amount consumed per occasion increase the risk of the wide range of health and social harms.",guidelines
who_alcohol_02,Alcohol,World Health Organization,https://www.who.int/health-topics/alcohol,Public,2026-01-26,"The risks increase largely in a dose-dependent manner with the volume of alcohol consumed and with frequency of drinking, and exponentially with the amount consumed on a single occasion. Surrogate and illegally produced alcohols can bring an extra health risk from toxic contaminants. Since any alcohol use is associated with some short-term and long-term health risks, it is difficult to define universally applicable population-based thresholds for low-risk drinking.",guidelines
who_ageing_01,Ageing and Health,World Health Organization,https://www.who.int/health-topics/ageing,Public,2026-01-26,"WHO Health Topic: Ageing and Health Overview: Every person – in every country in the world – should have the opportunity to live a long and healthy life. Yet, the environments in which we live can favour health or be harmful to it. Environments are highly influential on our behaviour and our exposure to health risks (for example, air pollution or violence), our access to services (for example, health and social care) and the opportunities that ageing brings. The number and proportion of people aged 60 years and older in the population is increasing. In 2019, the number of people aged 60 years and older was 1 billion. This number will increase to 1.4 billion by 2030 and 2.1 billion by 2050. This increase is occurring at an unprecedented pace and will accelerate in coming decades, particularly in developing countries. This historically significant change in the global population requires adaptations to the way societies are structured across all sectors. For example, health and social care, transportation, housing and urban planning. Working to make the world more age-friendly is an essential and urgent part of our changing demographics. Older people and COVID-19 Impact Ageing presents both challenges and opportunities. It will increase demand for primary health care and long-term care, require a larger and better trained workforce, intensify the need for physical and social environments to be made more age-friendly, and call for everyone in every sector to combat ageism. Yet, these investments can enable the many contributions of older people – whether it be within their family, to their local community (e.g., as volunteers or within the formal or informal workforce) or to society more broadly. Societies that adapt to this changing demographic and invest in healthy ageing can enable individuals to live both longer and healthier lives and for societies to reap the dividends.",guidelines
who_oral_health_01,Oral Health,World Health Organization,https://www.who.int/health-topics/oral-health,Public,2026-01-26,"WHO Health Topic: Oral Health Overview: Oral health is the state of the mouth, teeth and orofacial structures that enables individuals to perform essential functions such as eating, breathing and speaking, and encompasses psychosocial dimensions such as self-confidence, well-being and the ability to socialize and work without pain, discomfort and embarrassment. Oral health varies over the life course from early life to old age, is integral to general health and supports individuals in participating in society and achieving their potential. Oral diseases encompass a range of diseases and conditions that include dental caries, periodontal (gum) disease, tooth loss, oral cancer, oro-dental trauma, noma and birth defects such as cleft lip and palate. Oral diseases are among the most common noncommunicable diseases worldwide, affecting an estimated 3.5 billion people. While the global burden of oral health conditions is growing, particularly in low- and middle-income countries, the overall burden of oral health conditions on services is likely to keep increasing because of population growth and ageing. Oral diseases disproportionately affect the most vulnerable and disadvantaged populations. People of low socioeconomic status carry a higher burden of oral diseases and this association remains across the life course, from early childhood to older age, and regardless of the country's overall income level. Causes and symptoms Most oral diseases and conditions share modifiable risk factors with the leading noncommunicable diseases (diabetes, cardiovascular diseases, cancer, chronic respiratory diseases and mental disorders). These risk factors include tobacco use, alcohol consumption and unhealthy diets high in free sugars, all of which are increasing at the global level. There is a proven relationship between oral and general health. It is reported, for example, that diabetes is linked with the development and progression of periodontitis.",guidelines
who_oral_health_02,Oral Health,World Health Organization,https://www.who.int/health-topics/oral-health,Public,2026-01-26,"Moreover, there is a causal link between high consumption of sugars and diabetes, obesity and dental caries. When oral health is compromised by disease or injury, general health is also affected. The pain and discomfort associated with oral diseases make concentrating difficult, cause people to miss school or work, and can lead to social isolation. Oral diseases have a severe social and economic impact on individuals and families by increasing household expenditures and seriously affecting people’s quality of life and well-being.",guidelines
who_patient_safety_01,Patient Safety,World Health Organization,https://www.who.int/health-topics/patient-safety,Public,2026-01-26,"WHO Health Topic: Patient Safety Overview: The global landscape of health care is changing with health systems operating in increasingly complex environments. While new treatments, technologies and care models can have therapeutic potential, they can also pose new threats to safe care. Patient safety is a fundamental principle of health care and is now being recognized as a large and growing global public health challenge. Global efforts to reduce the burden of patient harm have not achieved substantial change over the past 15 years, despite pioneering work in some health care settings. Patient safety is a framework of organized activities that creates cultures, processes, procedures, behaviours, technologies and environments in health care that consistently and sustainably lower risks, reduce the occurrence of avoidable harm, make error less likely and reduce its impact when it does occur. Every point in the process of care-giving contains a certain degree of inherent unsafety. Clear policies, organizational leadership capacity, data to drive safety improvements, skilled health care professionals and effective involvement of patients and families in the care process, are all needed to ensure sustainable and significant improvements in the safety of health care. Burden Patient safety in health care is an urgent and serious global public health concern. Patient harm exerts a very high burden on all health care systems across the world. Every year, an inadmissible number of patients suffer injuries or die because of unsafe and poor quality health care. Most of these injuries are avoidable. The burden of unsafe care broadly highlights the magnitude and scale of the problem. Patient harm due to adverse events is likely to be among the 10 leading causes of death and disability worldwide. Most of these deaths and injuries are avoidable. It is commonly reported that around 1 in 10 hospitalized patients experience harm, with at least 50% being preventable.",guidelines
who_patient_safety_02,Patient Safety,World Health Organization,https://www.who.int/health-topics/patient-safety,Public,2026-01-26,"Around two-thirds of all adverse events resulting from unsafe care, and the years lost to disability and death, occur in LMICs. It is estimated that the cost of harm associated with the loss of life or permanent disability, which results in lost capacity and productivity of the affected patients and families, amounts to trillions of US dollars every year. Furthermore, the psychological cost to the patient and their family (associated with the loss or disabling of a loved one), is certainly significant, though more difficult to measure.",guidelines
who_coronavirus_01,COVID-19,World Health Organization,https://www.who.int/health-topics/coronavirus,Public,2026-01-26,"WHO Health Topic: COVID-19 Overview: Coronavirus disease (COVID-19) is an infectious disease caused by the SARS-CoV-2 virus. Most people infected with the virus will experience mild to moderate respiratory illness and recover without requiring special treatment. However, some will become seriously ill and require medical attention. Older people and those with underlying medical conditions like cardiovascular disease, diabetes, chronic respiratory disease, or cancer are",guidelines
who_mpox_01,Mpox,World Health Organization,https://www.who.int/health-topics/mpox,Public,2026-01-26,"WHO Health Topic: Mpox Overview: Mpox (previously known as monkeypox) is a viral disease caused by an orthopoxvirus called monkeypox virus. It spreads mainly through close contact with someone who has mpox, causing a painful rash, enlarged lymph nodes and fever. It can make people very sick and leave scars. The disease mainly spreads from person to person through close contact. This includes, but isn’t limited to, sexual contact. Transmission occurs through exposure to bodily fluids; lesions on the skin or on internal mucosal surfaces, such as in the mouth or throat; respiratory particles; and contaminated objects. In areas where animals carry the virus, mpox is a zoonotic disease, meaning it can spread from animals to humans. It's found in tropical rainforests in central, east and west Africa, where small mammals such as squirrels, Gambian pouched rats, dormice, and various species of monkeys may be carriers. Since May 2022, mpox has spread globally, with cases reported from countries without previously documented mpox transmission. The spread in most countries today is from people and not animals. Symptoms Mpox typically causes a fever, a rash resembling pimples or blisters and swollen lymph nodes. Symptoms usually appear within a week of exposure but can take anywhere from 1 to 21 days to develop. The illness often begins with a feverish phase lasting 1 to 3 days with symptoms including intense headache, swollen lymph nodes back pain, muscle aches and severe fatigue. The first stage is followed by the skin eruption stage, lasting from 2 to 4 weeks. Lesions evolve from macules (lesions with a flat base) to papules (raised firm painful lesions) to vesicles (filled with clear fluid) to pustules (filled with pus), followed by scabs or crusts. They can leave scars. For some people, the first symptom of mpox is the rash. Some people with mpox become very sick and it can even be fatal in some cases.",guidelines
who_mpox_02,Mpox,World Health Organization,https://www.who.int/health-topics/mpox,Public,2026-01-26,"Children, pregnant people and people with weak immune systems, including people living with HIV that is not well controlled, are at higher risk for serious illness and death due to complications from mpox. Prevention and treatment Prevention and control of mpox rely on raising awareness in communities and educating health workers to prevent infection and stop transmission. Mpox vaccines also provide protection against infection and severe disease. WHO recommends the use of vaccines for those most at risk of exposure during outbreaks, including people who have had close contact with someone with mpox, and health workers. People who were vaccinated against smallpox in childhood may have some cross-protection against mpox. To prevent spread, close contact with people who have mpox or with contaminated materials should be avoided. Masks, gloves and other personal protective equipment should be worn while taking care of the sick, whether in a health facility or at home. Where animal-to-human transmission is possible, contact with sick or dead animals should be avoided, and all foods containing animal meat or parts must be properly cooked before consumption. Care of patients with mpox should focus on managing symptoms to make people feel better, and to prevent medical complications. Potential treatments against mpox are being developed and tested. Fact sheets Mpox Questions and answers Mpox Testing for mpox: health workers Testing for mpox: individuals and communities Databases and tools Global mpox trends The WHO Global Clinical Platform for mpox Mpox outbreak toolbox Emergency situations Mpox situation reports Initiatives and groups Mpox IHR Emergency Committee SAGE: Smallpox and monkeypox vaccines Training Learning resources on mpox Technical work Clinical management of mpox R&D Blueprint and mpox",guidelines
